sample_name,Assey_Type,AvgSpotLen,Bases,BioProject,BioSample,Size,Colection_Date,Consent,Experiment,ScientificName,Specie,Zootechnic_mangement,Flowering_type,Contry,Continent,City,Latitud,Longitud,Model,LibraryName,LibrarySource,SRAStudy,Platform,ID,LibraryLayout,CenterName,Notas
SRR27931706,WGS,302,4966203364,PRJNA1074714,SAMN39880873,1773897028,18/10/2021,public,SRX23588784,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,8,METAGENOMIC,SRP489180,ILLUMINA,H17,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931707,WGS,302,20697268,PRJNA1074714,SAMN39880931,7960604,18/10/2021,public,SRX23588783,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,66,METAGENOMIC,SRP489180,ILLUMINA,H81,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931708,WGS,302,25354108,PRJNA1074714,SAMN39880930,9615657,18/10/2021,public,SRX23588782,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,65,METAGENOMIC,SRP489180,ILLUMINA,H80,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931709,WGS,302,30363080,PRJNA1074714,SAMN39880929,11621888,18/10/2021,public,SRX23588781,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,64,METAGENOMIC,SRP489180,ILLUMINA,H79,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931710,WGS,302,696696786,PRJNA1074714,SAMN39880928,243693766,18/10/2021,public,SRX23588780,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,63,METAGENOMIC,SRP489180,ILLUMINA,H78,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931711,WGS,302,1026133486,PRJNA1074714,SAMN39880927,345978931,18/10/2021,public,SRX23588779,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,62,METAGENOMIC,SRP489180,ILLUMINA,H77,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931712,WGS,302,10232721568,PRJNA1074714,SAMN39880926,3403201389,18/10/2021,public,SRX23588778,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,61,METAGENOMIC,SRP489180,ILLUMINA,H76,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931713,WGS,302,4133908276,PRJNA1074714,SAMN39880872,1490226930,18/10/2021,public,SRX23588777,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,7,METAGENOMIC,SRP489180,ILLUMINA,H16,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931714,WGS,302,3384298976,PRJNA1074714,SAMN39880925,1195015479,18/10/2021,public,SRX23588776,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,60,METAGENOMIC,SRP489180,ILLUMINA,H75,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931715,WGS,302,5713995530,PRJNA1074714,SAMN39880924,2026248520,18/10/2021,public,SRX23588775,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,59,METAGENOMIC,SRP489180,ILLUMINA,H74,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931716,WGS,302,3964524630,PRJNA1074714,SAMN39880923,1417625426,18/10/2021,public,SRX23588774,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Asturias,43.342909,-5.968321,Illumina NovaSeq 6000,58,METAGENOMIC,SRP489180,ILLUMINA,H73,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931717,WGS,302,4136671576,PRJNA1074714,SAMN39880922,1461695471,18/10/2021,public,SRX23588773,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Leon,42.601939,-5.572934,Illumina NovaSeq 6000,57,METAGENOMIC,SRP489180,ILLUMINA,H71,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931718,WGS,302,3454024434,PRJNA1074714,SAMN39880921,1187880354,18/10/2021,public,SRX23588772,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Leon,42.601939,-5.572934,Illumina NovaSeq 6000,56,METAGENOMIC,SRP489180,ILLUMINA,H70,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931719,WGS,302,2976975872,PRJNA1074714,SAMN39880920,1022454874,18/10/2021,public,SRX23588771,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Leon,42.601939,-5.572934,Illumina NovaSeq 6000,55,METAGENOMIC,SRP489180,ILLUMINA,H69,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931720,WGS,302,5729954116,PRJNA1074714,SAMN39880919,2017393402,18/10/2021,public,SRX23588770,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,54,METAGENOMIC,SRP489180,ILLUMINA,H68,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931721,WGS,302,6380601036,PRJNA1074714,SAMN39880918,2246991205,18/10/2021,public,SRX23588769,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,53,METAGENOMIC,SRP489180,ILLUMINA,H67,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931722,WGS,302,1640048448,PRJNA1074714,SAMN39880917,565943540,18/10/2021,public,SRX23588768,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,52,METAGENOMIC,SRP489180,ILLUMINA,H66,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931723,WGS,302,1315239596,PRJNA1074714,SAMN39880916,443599035,18/10/2021,public,SRX23588767,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,51,METAGENOMIC,SRP489180,ILLUMINA,H65,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931724,WGS,302,3458978744,PRJNA1074714,SAMN39880871,1231577182,18/10/2021,public,SRX23588766,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,6,METAGENOMIC,SRP489180,ILLUMINA,H15,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931725,WGS,302,4436457614,PRJNA1074714,SAMN39880915,1553091903,18/10/2021,public,SRX23588765,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,50,METAGENOMIC,SRP489180,ILLUMINA,H64,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931726,WGS,302,4816656890,PRJNA1074714,SAMN39880914,1709035800,18/10/2021,public,SRX23588764,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,49,METAGENOMIC,SRP489180,ILLUMINA,H63,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931727,WGS,302,4525187630,PRJNA1074714,SAMN39880913,1527921629,18/10/2021,public,SRX23588763,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,48,METAGENOMIC,SRP489180,ILLUMINA,H61,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931728,WGS,302,7350453802,PRJNA1074714,SAMN39880912,2569940363,18/10/2021,public,SRX23588762,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,47,METAGENOMIC,SRP489180,ILLUMINA,H60,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931729,WGS,302,5991303708,PRJNA1074714,SAMN39880911,2116208337,18/10/2021,public,SRX23588761,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,46,METAGENOMIC,SRP489180,ILLUMINA,H59,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931730,WGS,302,3518995204,PRJNA1074714,SAMN39880910,1229513897,18/10/2021,public,SRX23588760,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,45,METAGENOMIC,SRP489180,ILLUMINA,H58,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931731,WGS,302,5117412952,PRJNA1074714,SAMN39880909,1837758727,18/10/2021,public,SRX23588759,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,44,METAGENOMIC,SRP489180,ILLUMINA,H57,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931732,WGS,302,6022355650,PRJNA1074714,SAMN39880908,2105857035,18/10/2021,public,SRX23588758,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,43,METAGENOMIC,SRP489180,ILLUMINA,H56,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931733,WGS,302,6171386006,PRJNA1074714,SAMN39880907,2164871956,18/10/2021,public,SRX23588757,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,42,METAGENOMIC,SRP489180,ILLUMINA,H55,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931734,WGS,302,2024088258,PRJNA1074714,SAMN39880906,704932611,18/10/2021,public,SRX23588756,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,41,METAGENOMIC,SRP489180,ILLUMINA,H54,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931735,WGS,302,3778410184,PRJNA1074714,SAMN39880870,1341498785,18/10/2021,public,SRX23588755,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,5,METAGENOMIC,SRP489180,ILLUMINA,H14,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931736,WGS,302,4935457650,PRJNA1074714,SAMN39880905,1758361537,18/10/2021,public,SRX23588754,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Villuercas,39.419406,-5.346527,Illumina NovaSeq 6000,40,METAGENOMIC,SRP489180,ILLUMINA,H53,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931737,WGS,302,603678068,PRJNA1074714,SAMN39880904,210442945,18/10/2021,public,SRX23588753,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,39,METAGENOMIC,SRP489180,ILLUMINA,H51,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931738,WGS,302,999361790,PRJNA1074714,SAMN39880903,334160131,18/10/2021,public,SRX23588752,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,38,METAGENOMIC,SRP489180,ILLUMINA,H50,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931739,WGS,302,1396023992,PRJNA1074714,SAMN39880902,487486003,18/10/2021,public,SRX23588751,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,37,METAGENOMIC,SRP489180,ILLUMINA,H49,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931740,WGS,302,1252214612,PRJNA1074714,SAMN39880901,416604210,18/10/2021,public,SRX23588750,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,36,METAGENOMIC,SRP489180,ILLUMINA,H48,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931741,WGS,302,1619830152,PRJNA1074714,SAMN39880900,535767144,18/10/2021,public,SRX23588749,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,35,METAGENOMIC,SRP489180,ILLUMINA,H47,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931742,WGS,302,5068508582,PRJNA1074714,SAMN39880899,1786738007,18/10/2021,public,SRX23588748,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,34,METAGENOMIC,SRP489180,ILLUMINA,H46,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931743,WGS,302,5406263570,PRJNA1074714,SAMN39880898,1901960352,18/10/2021,public,SRX23588747,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,33,METAGENOMIC,SRP489180,ILLUMINA,H45,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931744,WGS,302,4578015584,PRJNA1074714,SAMN39880897,1623687056,18/10/2021,public,SRX23588746,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,32,METAGENOMIC,SRP489180,ILLUMINA,H44,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931745,WGS,302,4095557900,PRJNA1074714,SAMN39880896,1467756007,18/10/2021,public,SRX23588745,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,31,METAGENOMIC,SRP489180,ILLUMINA,H43,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931746,WGS,302,4048619248,PRJNA1074714,SAMN39880869,1438139009,18/10/2021,public,SRX23588744,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,4,METAGENOMIC,SRP489180,ILLUMINA,H13,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931747,WGS,302,4943979184,PRJNA1074714,SAMN39880895,1764387400,18/10/2021,public,SRX23588743,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,30,METAGENOMIC,SRP489180,ILLUMINA,H41,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931748,WGS,302,356480196,PRJNA1074714,SAMN39880894,124888102,18/10/2021,public,SRX23588742,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,29,METAGENOMIC,SRP489180,ILLUMINA,H40,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931749,WGS,302,4750758980,PRJNA1074714,SAMN39880893,1691746450,18/10/2021,public,SRX23588741,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,28,METAGENOMIC,SRP489180,ILLUMINA,H39,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931750,WGS,302,6298646994,PRJNA1074714,SAMN39880892,2207972052,18/10/2021,public,SRX23588740,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,27,METAGENOMIC,SRP489180,ILLUMINA,H38,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931751,WGS,302,533742418,PRJNA1074714,SAMN39880891,186007059,18/10/2021,public,SRX23588739,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,26,METAGENOMIC,SRP489180,ILLUMINA,H37,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931752,WGS,302,5004651890,PRJNA1074714,SAMN39880890,1766858044,18/10/2021,public,SRX23588738,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,25,METAGENOMIC,SRP489180,ILLUMINA,H36,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931753,WGS,302,229109884,PRJNA1074714,SAMN39880889,81123735,18/10/2021,public,SRX23588737,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,24,METAGENOMIC,SRP489180,ILLUMINA,H35,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931754,WGS,302,1066880836,PRJNA1074714,SAMN39880888,354947733,18/10/2021,public,SRX23588736,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,23,METAGENOMIC,SRP489180,ILLUMINA,H34,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931755,WGS,302,895552612,PRJNA1074714,SAMN39880887,310937568,18/10/2021,public,SRX23588735,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,22,METAGENOMIC,SRP489180,ILLUMINA,H33,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931756,WGS,302,5355614848,PRJNA1074714,SAMN39880886,1886817131,18/10/2021,public,SRX23588734,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,21,METAGENOMIC,SRP489180,ILLUMINA,H31,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931757,WGS,302,6271415956,PRJNA1074714,SAMN39880868,2023729661,18/10/2021,public,SRX23588733,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,3,METAGENOMIC,SRP489180,ILLUMINA,H11,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931758,WGS,302,6508209626,PRJNA1074714,SAMN39880885,2302867320,18/10/2021,public,SRX23588732,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,20,METAGENOMIC,SRP489180,ILLUMINA,H30,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931759,WGS,302,5623440226,PRJNA1074714,SAMN39880884,1981763637,18/10/2021,public,SRX23588731,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,19,METAGENOMIC,SRP489180,ILLUMINA,H29,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931760,WGS,302,3906279098,PRJNA1074714,SAMN39880883,1386508897,18/10/2021,public,SRX23588730,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,18,METAGENOMIC,SRP489180,ILLUMINA,H28,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931761,WGS,302,4446203758,PRJNA1074714,SAMN39880882,1578672170,18/10/2021,public,SRX23588729,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,17,METAGENOMIC,SRP489180,ILLUMINA,H27,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931762,WGS,302,5721423522,PRJNA1074714,SAMN39880881,2036873715,18/10/2021,public,SRX23588728,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,16,METAGENOMIC,SRP489180,ILLUMINA,H26,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931763,WGS,302,3539080922,PRJNA1074714,SAMN39880880,1259366148,18/10/2021,public,SRX23588727,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Tenerife,28.332896,-16.535098,Illumina NovaSeq 6000,15,METAGENOMIC,SRP489180,ILLUMINA,H25,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931764,WGS,302,466853948,PRJNA1074714,SAMN39880879,163989932,18/10/2021,public,SRX23588726,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,14,METAGENOMIC,SRP489180,ILLUMINA,H24,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931765,WGS,302,80176168,PRJNA1074714,SAMN39880878,28706429,18/10/2021,public,SRX23588725,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,13,METAGENOMIC,SRP489180,ILLUMINA,H23,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931766,WGS,302,1521822394,PRJNA1074714,SAMN39880877,511367180,18/10/2021,public,SRX23588724,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,12,METAGENOMIC,SRP489180,ILLUMINA,H21,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931767,WGS,302,3776685764,PRJNA1074714,SAMN39880876,1349435840,18/10/2021,public,SRX23588723,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,11,METAGENOMIC,SRP489180,ILLUMINA,H20,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931768,WGS,302,4711327746,PRJNA1074714,SAMN39880867,1655075412,18/10/2021,public,SRX23588722,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,2,METAGENOMIC,SRP489180,ILLUMINA,H10,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
SRR27931769,WGS,302,3484778906,PRJNA1074714,SAMN39880866,1138728346,18/10/2021,public,SRX23588721,honey,Spanish_PDO,not colected,not colected,Spain,Europe, Granada,37.177846,-3.599193,Illumina NovaSeq 6000,1,METAGENOMIC,SRP489180,ILLUMINA,H9,PAIRED,DAIRY RESEARCH INSTITUTE OF ASTURIAS- SPANISH NATIONAL RESEARCH COUNCIL (IPLA-CSIC),
