Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
40_Melli.022	Bacteria	5449	104	58	30.94	25.63	66.67	4438585	0	2236	2236	2028	2028	1985	1985	79535	79535	45.2	1.95	89.45	11	5910	66	23	11	2	0	2
40_Melli.023	Bacteria	5449	104	58	92.24	33.00	4.35	3276079	0	1483	1483	2436	2436	2209	2209	21339	21339	45.6	2.63	72.57	11	3858	5	52	39	6	2	0
40_Melli.024	Bacteria	5449	104	58	21.29	3.42	17.39	2001116	0	950	950	2106	2106	2106	2106	95630	95630	51.5	2.31	85.32	11	2644	60	33	5	6	0	0
40_Melli.025	Bacteria	5449	104	58	32.99	25.00	78.26	3627619	0	1597	1597	2404	2404	2271	2271	102070	102070	36.9	1.77	81.97	11	5259	76	15	8	5	0	0
40_Melli.026	Bacteria	5449	104	58	6.90	10.34	43.75	7805262	0	3560	3560	2438	2438	2192	2192	51993	51993	27.3	1.78	72.34	11	10474	100	2	1	0	0	1
40_Melli.027	Bacteria	5449	104	58	46.00	28.45	51.61	2075151	0	1042	1042	1930	1930	1991	1991	50768	50768	41.0	1.39	88.20	11	2843	73	20	6	3	1	1
40_Melli.028	Bacteria	5449	104	58	18.26	12.07	27.27	6498065	0	2872	2872	2485	2485	2262	2262	44454	44454	31.6	1.67	79.05	11	9056	91	9	2	1	1	0
40_Melli.029	Bacteria	5449	104	58	7.05	6.90	42.86	3476380	0	1741	1741	2052	2052	1996	1996	21978	21978	30.7	1.74	86.26	11	3896	99	3	1	0	1	0
40_Melli.030	Bacteria	5449	104	58	47.32	9.70	8.33	14647754	0	10846	10846	1272	1272	1350	1350	36891	36891	36.4	2.65	50.82	11	22550	54	40	9	1	0	0
40_Melli.031	Bacteria	5449	104	58	21.90	0.00	0.00	17081006	0	12260	12260	1345	1345	1393	1393	12102	12102	26.0	2.27	17.06	11	13093	86	18	0	0	0	0
40_Melli.032	Bacteria	5449	104	58	12.66	0.00	0.00	18578607	0	13676	13676	1293	1293	1358	1358	36056	36056	31.1	1.94	23.81	11	19555	87	17	0	0	0	0
41_Melli.001	Bacteria	5449	104	58	10.34	3.45	0.00	554765	0	60	60	25691	25691	9246	9246	76731	76731	40.6	4.83	87.17	11	604	97	4	3	0	0	0
41_Melli.002	Bacteria	5449	104	58	88.09	54.21	4.88	1840942	0	140	140	42477	42477	13149	13149	124638	124638	40.6	4.62	90.11	11	1800	17	48	38	1	0	0
41_Melli.003	Bacteria	5449	104	58	0.00	0.00	0.00	542207	0	72	72	14588	14588	7530	7530	32369	32369	49.3	8.30	81.85	4	601	104	0	0	0	0	0
41_Melli.004	Bacteria	5449	104	58	74.40	33.84	90.62	1181465	0	278	278	5796	5796	4249	4249	28863	28863	42.0	3.36	88.78	11	1390	30	44	29	1	0	0
41_Melli.005	Bacteria	5449	104	58	31.03	0.47	0.00	605009	0	91	91	17329	17329	6648	6648	165946	165946	33.8	6.21	81.07	11	669	46	55	3	0	0	0
41_Melli.006	Bacteria	5449	104	58	9.03	1.72	0.00	139701	0	13	13	22056	22056	10746	10746	24877	24877	32.7	5.64	55.28	11	124	79	24	1	0	0	0
41_Melli.007	Bacteria	5449	104	58	0.00	0.00	0.00	334757	0	102	102	4542	4542	3281	3281	11642	11642	33.1	5.96	74.48	11	434	104	0	0	0	0	0
